ID,Name,Severity,Status,Location,Branch,Message,Description,Line Span,CWE,Created Date,Closed Date,False Positive,False Positive Explanation
24f64ba2-971b-413d-b5e8-51622195e4a2,Plain Text Storage,high,open,/app/financehub/src/main/resources/db/migration/V4adduserssn.sql,financehub,The migration script stores SSNs as plain text; which means that sensitive personally identifiable information is not protected. This lack of encryption makes it easier for attackers to access a large amount of private data immediately in the event of a breach. The severity of this issue is high due to the critical nature of the data being improperly handled.,This issue is identified due to the addition of an SSN column to the users table in a database migration script; where the column is designed to store social security numbers in plain text. Storing sensitive information like SSNs in plain text is highly insecure as it exposes personal data to unauthorized access without any encryption or masking. This vulnerability can lead to significant privacy violations in the event of a data breach; and leaves the organization in non-compliance with regulations regarding personal data protection.   The inherent risk in this approach is that attackers who gain unauthorized access to the database can easily retrieve sensitive data; which may then be misused for identity theft or fraud. It also places the organization at risk for heavy fines and reputational damage. Adequate security practices such as employing encryption; data at rest protection; and possibly data tokenization should be implemented to mitigate these risks.,2@@2,CWE-311,"8/13/2025, 2:56:37 PM",,False,The migration script creates an 'ssn' column that stores Social Security Numbers as plain text without any encryption or masking. Given the context of an enterprise-grade financial platform and the sensitive nature of the data; the vulnerability is likely exploitable if unauthorized access occurs. Moreover; the absence of any intervening encryption or tokenization mechanism significantly increases the risk of data exposure; making this a true and significant vulnerability.
b9518a9f-7de7-4429-8cc2-4e2b20ba1bc0,InsecureRandomToken,high,open,/app/financehub/src/main/java/com/financehub/util/TokenUtil.java,financehub,The function generates session tokens using java.util.Random; making them predictable and vulnerable to attacks. The use of this non-cryptographic generator allows for potential brute-force attacks. Switching to java.security.SecureRandom would provide a more secure and unpredictable output; ensuring robustness in session management.,The generateSessionToken function uses java.util.Random to build a session token by appending randomly generated hexadecimal digits. Since java.util.Random is not designed for cryptographic purposes; its pseudorandom number generation can be predicted; thereby exposing the session tokens to brute-force or guessing attacks. This lack of cryptographic security makes the session tokens vulnerable to compromise; allowing attackers to potentially hijack user sessions or bypass authentication mechanisms.  To enhance security; use a cryptographically secure random number generator; such as java.security.SecureRandom; which provides a higher level of unpredictability. Implementing a more secure mechanism will mitigate risks related to session fixation attacks and increase the overall security of session management in the application.,15@@21,CWE-338,"8/13/2025, 2:55:57 PM",,False,The generateSessionToken function in TokenUtil employs java.util.Random to generate session tokens; which introduces predictable randomness and exposure to brute-force or guessing attacks. The function is actively used; as evidenced by its invocation in the AuthController; indicating its role in user authentication. While similar functionality may exist in testing or auxiliary modules; the production usage and dataflow analysis confirm that the vulnerability is genuine and should be addressed by using a cryptographically secure random generator such as java.security.SecureRandom.
34e1c639-8de8-4720-a176-8d574b027719,InsecureRandomToken,high,open,/app/financehub/src/main/java/com/financehub/util/TokenUtil.java,financehub,This insecure method uses java.util.Random; a non-cryptographically-secure generator; making the resulting tokens predictable; which exposes the application to potential hijacking or impersonation risks. Secure token generation is essential to protect sensitive processes and accounts; especially in a multi-tenant or financial environment. Using java.security.SecureRandom is advised to mitigate these risks.,The generateResetToken function employs java.util.Random to generate a reset token by converting a random long to its absolute value. This method is insecure because java.util.Random is not built to generate cryptographically secure random values; making the tokens predictable and vulnerable to exploitation. As a result; attackers could potentially predict token values; leading to hijacking of password reset processes or impersonating users. For secure token generation in critical applications such as multi-tenant financial services; it is recommended to switch to a cryptographically secure random number generator such as java.security.SecureRandom.,11@@13,CWE-338,"8/13/2025, 2:55:57 PM",,False,The vulnerability is real because the use of java.util.Random in generateResetToken makes the tokens predictable. This exposes the platform to potential hijacking of password reset flows; which is especially problematic in a multi-tenant financial environment. The token generation endpoint is in use in production; confirming that this is not a case of dead or test-only code.
1ec95dbf-eda6-4218-abc4-8246acf867c0,Unsigned HS256,high,open,/app/financehub/src/main/java/com/financehub/util/JwtUtil.java,financehub,This issue occurs because the validateHS256 method always returns true without actually checking the token's signature. As a result; any JWT token using the HS256 algorithm is accepted; making the authentication process unreliable. Attackers may exploit this vulnerability to create fraudulent tokens; which severely undermines the security of the system.,The method validateHS256 is intended to verify the signature of a JWT token when the HS256 algorithm is used. However; it is implemented to always return true without performing any signature verification. This vulnerability undermines token integrity and authentication; allowing attackers to forge tokens with arbitrary payloads and bypass proper security controls. This issue demonstrates a critical mistake because it completely nullifies the purpose of having a cryptographic validation mechanism in the authentication process; potentially opening the system to unauthorized access and other security breaches.,42@@44,CWE-347,"8/13/2025, 2:53:47 PM",,False,The vulnerability in the validateHS256 method is genuine because it bypasses the cryptographic signature verification; resulting in acceptance of potentially forged JWT tokens. This short-circuiting means that even if the token structure is correct; an attacker can craft tokens with arbitrary payloads leading to potential unauthorized access. Given the production context of a critical financial platform and the clear dataflow from user input; this issue is not a false positive and must be addressed.
b7774b8a-4064-4b43-abdf-6cd89b659e71,None Bypass,high,open,/app/financehub/src/main/java/com/financehub/util/JwtUtil.java,financehub,The vulnerability allows bypassing signature verification entirely. An algorithm value of 'none' leads to immediate acceptance of tokens without cryptographic checks. This fundamentally undermines the security of token-based authentication.,"The JwtUtil.validateToken function contains a check where the algorithm field 'alg' from the token header is compared with the literal string """"none"""". If a token carries this value; the function immediately returns true; bypassing any cryptographic signature validation. This flaw can be exploited by an attacker to craft a token lacking proper signature verification; which could be used to bypass authentication. Essentially; the check undermines the entire security model by allowing tokens with compromised or null signatures to be accepted; exposing the system to potential unauthorized access and token forgery attacks.",27@@29,CWE-347,"8/13/2025, 2:53:47 PM",,False,The vulnerability is genuine because the JwtUtil.validateToken method explicitly accepts tokens with an algorithm value of 'none' by immediately returning true without performing cryptographic signature verification. This bypass can be exploited to forge tokens; undermining token integrity and authentication. Given the project’s enterprise-grade; multi-tenant financial context; such behavior poses a critical security risk; making it impossible to safely ignore as a false positive.
e95e8ecf-980a-430c-9105-2786f58b0cb4,Insecure ECB usage,high,open,/app/financehub/src/main/java/com/financehub/util/CryptoUtils.java,financehub,The method employs AES ECB mode which is considered highly insecure due to the absence of an IV and use of deterministic encryption; this issue may allow attackers to deduce patterns in sensitive data and is compounded by poor key derivation practices. Switching to a secure mode such as CBC or GCM and implementing proper key derivation techniques is highly recommended.,"The function uses AES in ECB mode by calling Cipher.getInstance""""AES""""; which results in a deterministic encryption process. This mode does not use an Initialization Vector IV; leading to identical ciphertext blocks for identical plaintext blocks; which could allow attackers to deduce patterns in the encrypted data. Additionally; the key is derived directly from a configuration property without any secure key derivation mechanism; further reducing the security of the encryption. In financial applications where protecting confidentiality is paramount; these practices expose sensitive data to potential attacks.",15@@25,CWE-327,"8/13/2025, 2:52:40 PM",,False,The AES encryption vulnerability in CryptoUtils.java is not a false positive. The use of ECB mode without an IV and the direct usage of a configuration-derived key constitute a valid and exploitable security risk; especially in a sensitive; multi-tenant financial platform. The code is used in a production context and does not appear to be isolated or test-only; making it essential to address this vulnerability.
94a6c647-b44f-414c-b7cd-bae71ef34019,Insecure AES usage,medium,open,/app/financehub/src/main/java/com/financehub/util/CryptoUtils.java,financehub,Using default AES settings can expose data to pattern analysis. The default ECB mode compromises confidentiality by allowing repeated blocks to be encrypted in the same way. It is critical to explicitly configure the cipher with a more secure mode like CBC along with proper padding to mitigate this vulnerability.,The identified issue results from using AES cipher without specifying a secure mode of operation; which means that by default Java uses ECB mode. ECB mode is insecure because it deterministically encrypts identical blocks of plaintext to identical ciphertext blocks; making the system vulnerable to pattern analysis and known plaintext attacks. This vulnerability can lead to severe data breaches if an attacker is able to correlate patterns in the encrypted data. The recommendation is to explicitly configure the cipher with a secure mode such as CBC with PKCS7 padding; ensuring semantic security and better protection of sensitive data.,30@@30,CWE-327,"8/13/2025, 2:52:40 PM",,False,The injected vulnerability is genuine because the CryptoUtils class explicitly defaults to using AES in ECB mode; which is known to be insecure. In an enterprise-grade financial platform where sensitive data is managed; such a flaw cannot be safely ignored. The dataflow analysis indicates that user-provided plaintext is processed without additional validation; further confirming that this is a true and exploitable vulnerability.
a97ce5f2-8d15-4f9d-8409-73557eae0b2b,Insecure AES usage,medium,open,/app/financehub/src/main/java/com/financehub/util/CryptoUtils.java,financehub,AES encryption using default ECB settings is insecure. ECB mode exposes patterns in data that can be exploited by attackers for cryptographic analysis. A more secure cipher method such as AES/CBC/PKCS7PADDING should be used instead.,The code in CryptoUtils.java at line 18 is using AES encryption without explicitly specifying a mode of operation; which by default leads to the utilization of ECB mode. ECB; or Electronic Codebook mode; encrypts identical plaintext blocks into identical ciphertext blocks; making it vulnerable to pattern analysis and a variety of cryptographic attacks. This simple mistake can lead to the exposure of sensitive data; as ECB does not provide true randomness or semantic security. The recommended approach is to use a secure cipher configuration such as 'AES/CBC/PKCS7PADDING'; which provides better data concealment by introducing randomization at the initialization vector stage; ensuring that identical plaintext blocks are transformed into different ciphertext blocks each time the encryption process runs.,18@@18,CWE-327,"8/13/2025, 2:52:40 PM",,False,The encryption method is a real security issue because it uses the default AES configuration which defaults to ECB mode; rendering it susceptible to pattern analysis and other attacks. This vulnerability is especially problematic in the context of an enterprise-grade; multi-tenant financial platform where data sensitivity is high. There is also no indication that this code is for testing or stub purposes; meaning the insecure implementation poses an exploitable risk in production.
619ce13a-5fd4-4ab6-8006-b6dcbffee18f,ECB Mode Usage,high,open,/app/financehub/src/main/java/com/financehub/util/CryptoUtils.java,financehub,The decrypt method uses AES without specifying a secure mode; leaving it to default to ECB mode. This use of ECB mode is clinically insecure as it allows pattern leakage and predictable outputs. Inadequate encryption practices such as this can lead to the exposure of sensitive data.,"The decrypted code is vulnerable because it uses Cipher.getInstance""""AES"""" without explicitly specifying a secure cipher mode. This leads to the use of AES in Electronic Codebook ECB mode; which does not use an initialization vector IV and thus allows identical ciphertext blocks for identical plaintext blocks. This deterministic encryption method can leak patterns in the data and does not provide an adequate level of security. Given the cryptographic risks of using ECB mode; such as susceptibility to block analysis and potential leakage of data patterns; this can be exploited by an attacker to deduce sensitive information.",27@@38,CWE-327,"8/13/2025, 2:52:40 PM",,False,The analysis of the source code reveals a genuine cryptographic vulnerability where using default 'AES' configuration leads to ECB mode; which is insecure. Given the production context and the sensitive nature of the financial platform; the vulnerability is significant. The dataflow from untrusted input further reinforces this; and there are no organizational security policies that specifically allow this insecure implementation; thus making it a valid issue rather than a false positive.
0f62aff4-0da3-481a-93d9-dffd1e2b12a0,Tenant Check Redundancy,medium,open,/app/financehub/src/main/java/com/financehub/tenancy/TenantFilter.java,financehub,The code redundantly validates the tenant header even for public endpoints; leading to unnecessary unauthorized errors and potential stability issues. The unconditional check puts the system at risk when tenant identifiers are null; potentially exposing sensitive internal data. Moreover; this logic flaw can be exploited by attackers to cause denial of service or confusion in tenant handling.,This issue arises from redundant tenant header validation in a scenario where some endpoints are designed to be public. By unconditionally enforcing a tenant check; even for endpoints that should not require it; the application unnecessarily forces the user to provide a valid tenant identifier. Inappropriately handling null tenantId values further exposes the system to potential bugs and misconfigurations; which may lead to service denial or leakage of tenant information. The flaw in the conditional check creates a risk where attackers can manipulate endpoint access by omitting headers; leading to unexpectedly unauthorized access failures.,43@@46,"CWE-20, CWE-287","8/13/2025, 2:50:13 PM",,False,The investigation confirms that the TenantFilter contains a redundant tenant validation that affects even public endpoints. The second tenant validation disregard the public path condition; leading to cases where missing or invalid tenant headers cause an unauthorized error. This logic flaw is exploitable in production and could result in denial-of-service scenarios for endpoints that should be accessible without tenant data. Therefore; the vulnerability is genuine and requires remediation.
3bba3604-f300-44e3-8e74-18dd6e363dcb,Open Proxy SSRF,high,open,/app/financehub/src/main/java/com/financehub/service/WebhookService.java,financehub,This vulnerability involves an open proxy that allows attackers to redirect HTTP requests to arbitrary destinations. The method accepts and directly uses external input to determine the target URL and method; enabling SSRF attacks. This can lead to unauthorized access to sensitive internal systems and data leakage.,The proxyRequest method facilitates an open proxy mechanism that is highly susceptible to Server-Side Request Forgery SSRF attacks. By allowing external callers to specify the target URL; HTTP method; and headers without proper validation; attackers can misuse the endpoint to send arbitrary requests to internal or external systems. This can result in bypassing network boundaries; accessing sensitive internal data; or conducting further attacks on internal infrastructure.  Moreover; this approach neglects necessary security measures such as URL validation; whitelisting of permitted hosts; and proper error handling to mitigate malicious use. The method’s direct passing of request details to the restTemplate.exchange call represents a critical security flaw that must be addressed to prevent exploitation by sophisticated attackers.,80@@104,CWE-918,"8/13/2025, 2:47:46 PM",,False,The proxyRequest method directly forwards unvalidated user input to the RestTemplate with minimal sanitization; enabling SSRF attacks. Although the associated REST controller restricts access to ADMIN and MANAGER roles; if those credentials are compromised; the vulnerability could be exploited to access internal systems. Therefore; this vulnerability is not a false positive and requires mitigation through proper input validation; URL whitelisting; or other security measures.
0c3657ea-08d1-401c-b60a-e87d0d51c962,SSRF vulnerability,high,open,/app/financehub/src/main/java/com/financehub/service/WebhookService.java,financehub,The unvalidated external webhook URL can lead to SSRF; risking internal system exposure and unauthorized data access due to the absence of proper input validations.,The sendWebhook method accepts an externally provided webhook URL without performing any validation or sanitization. This introduces a Server Side Request Forgery SSRF vulnerability; where an attacker can supply a malicious URL to target internal endpoints. Due to the lack of proper checks; attackers may use this flaw to potentially access internal systems; further exploiting vulnerable services. As a result; this vulnerability poses significant security risks that could lead to unauthorized access and data exfiltration.,20@@43,CWE-918,"8/13/2025, 2:47:46 PM",,False,The SSRF vulnerability in the sendWebhook method is valid because it accepts an unvalidated webhookUrl parameter that is directly used in an HTTP client call; making it susceptible to exploitation. Although usage is limited to authorized roles; the absence of any URL validation means that if an attacker gains access or if an admin is compromised; the vulnerability can be exploited to target internal services. Therefore; this is not a false positive and should be addressed.
